5,132,
0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,
0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,
0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,
0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,
0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,
0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,
0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,
0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,
0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,
0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,
0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,
0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,
0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,
0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,0,0,0.017227788,0.006193139,0.070426487,0.117591233,0.035763506,0.014603159,0.037382604,0.066283564,0.021061087,0.011737827,
0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,0,0,0.002568182,0.003608098,0.005486668,0.007027717,0.015312357,0.027263479,0.003072384,0.0116874,0.076925668,0.20175297,
0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,0.151961186,0.088362038,0.054019477,0.02896256,0.009119218,0.009119218,0.012191602,0.0116874,0.009119218,0.009119218,0.009119218,0.009119218,
0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,0.084848231,0.055542123,0.128850161,0.056371397,0.00922716,0.012727316,0.022331601,0.018424538,0.006232937,0.008411743,0.009512661,0.008018301,
0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,0.024514516,0.008276288,0.090607838,0.025902459,0.019259031,0.040169853,0.09211587,0.027786016,0.011090684,0.013697128,0.021003604,0.010109914,
